iteration,MSE_train,MSE_validation,MSE_test,acc_train,acc_validation,acc_test,seconds_elapsed
0,0.179910659201,0.168980118916,0.198114630818,0.54356846473,0.57182320442,0.494193548387,0.328513716
10,0.179424419839,0.168277592569,0.19723681683,0.548409405256,0.574585635359,0.498064516129,3.389728386
20,0.17917362537,0.167695815424,0.196832973831,0.546334716459,0.569060773481,0.498064516129,6.442243946
30,0.177179920654,0.165971565284,0.194880850169,0.550484094053,0.57182320442,0.496774193548,9.491053874
40,0.175964963737,0.165376073801,0.19365734054,0.553250345781,0.57182320442,0.49935483871,12.554536048
50,0.173394018951,0.16338418361,0.191446276043,0.558091286307,0.574585635359,0.504516129032,15.601658459
60,0.171100350029,0.161487565904,0.188938544144,0.565698478562,0.580110497238,0.509677419355,18.644755458
70,0.1646317291,0.157835577836,0.182140111548,0.589903181189,0.591160220994,0.544516129032,21.696402949
80,0.161416063509,0.15577928114,0.178869297086,0.607883817427,0.602209944751,0.556129032258,24.741003522
90,0.160488777506,0.154766401566,0.177584444657,0.609958506224,0.610497237569,0.565161290323,27.784933584
100,0.159570531576,0.154136975451,0.176867486071,0.611341632089,0.610497237569,0.566451612903,30.82413107
110,0.158715895947,0.153627683242,0.175833973188,0.612033195021,0.616022099448,0.567741935484,33.866357493
120,0.157418761047,0.152588664082,0.17452614085,0.618948824343,0.624309392265,0.572903225806,36.906272425
130,0.156788643481,0.152278368926,0.173917465828,0.621715076072,0.621546961326,0.574193548387,39.946906749
140,0.15683544708,0.152415384323,0.173955905466,0.62102351314,0.621546961326,0.574193548387,42.98861052
150,0.156441111325,0.152009488495,0.173642327437,0.621715076072,0.621546961326,0.576774193548,46.028059246
160,0.155797113636,0.151409477178,0.172911880223,0.625172890733,0.621546961326,0.581935483871,49.068167204
170,0.15406322802,0.149420860237,0.17094927205,0.627939142462,0.629834254144,0.592258064516,52.110900241
180,0.153714974733,0.149041614874,0.170561186443,0.628630705394,0.629834254144,0.593548387097,55.15272858
190,0.153672415891,0.149051848752,0.170475988412,0.628630705394,0.629834254144,0.593548387097,58.190969413
200,0.15340270988,0.148851968317,0.170085067187,0.628630705394,0.632596685083,0.593548387097,61.236515157
210,0.146912121975,0.14313163104,0.162739458431,0.656984785615,0.651933701657,0.618064516129,64.277254114
220,0.146406793816,0.142600750988,0.162213699684,0.657676348548,0.651933701657,0.61935483871,67.32093645
230,0.144322960896,0.140561966947,0.159830628901,0.663208852006,0.660220994475,0.627096774194,70.365254635
240,0.142228171843,0.137818207821,0.157301810598,0.669432918396,0.668508287293,0.632258064516,73.39760243
250,0.141280007665,0.137028720009,0.156334599065,0.671507607192,0.67679558011,0.636129032258,76.435646141
260,0.14068410046,0.136400168141,0.155786439134,0.672890733057,0.682320441989,0.636129032258,79.494016002
270,0.140081613288,0.135495671609,0.154939904185,0.677731673582,0.685082872928,0.642580645161,82.565917764
280,0.139714633023,0.135625859991,0.154756912366,0.674965421853,0.67679558011,0.636129032258,85.631067205
290,0.13786441972,0.133262590045,0.152454448569,0.681881051176,0.693370165746,0.643870967742,88.645207592
300,0.137750141992,0.133198600098,0.152284574042,0.681881051176,0.693370165746,0.645161290323,91.61783161
310,0.135484848452,0.130531923978,0.149477986884,0.692946058091,0.696132596685,0.661935483871,94.595469004
320,0.135521641938,0.130659102924,0.149291652757,0.694329183956,0.701657458564,0.661935483871,97.564572642
330,0.133639600061,0.129179708935,0.147629853154,0.698478561549,0.698895027624,0.663225806452,100.5349541
340,0.133145444986,0.128350545549,0.147024702306,0.698478561549,0.701657458564,0.665806451613,103.508271984
350,0.132683930684,0.12780151096,0.146436053903,0.703319502075,0.701657458564,0.669677419355,106.481516874
360,0.132405682034,0.127239403575,0.146102997539,0.704011065007,0.704419889503,0.668387096774,109.454500142
370,0.13228809273,0.127049007628,0.146016639644,0.704702627939,0.704419889503,0.669677419355,112.427231615
380,0.130295844677,0.125298516235,0.143412877178,0.7081604426,0.720994475138,0.670967741935,115.391216198
390,0.130319320345,0.125291883226,0.143401881306,0.708852005533,0.71546961326,0.670967741935,118.356104802
400,0.129945185522,0.125158109572,0.143132446511,0.708852005533,0.720994475138,0.672258064516,121.313085133
410,0.129778134065,0.124893372432,0.143004207479,0.709543568465,0.720994475138,0.676129032258,124.262947808
420,0.129648265743,0.124854964636,0.14287849643,0.709543568465,0.720994475138,0.676129032258,127.211983379
430,0.129397461053,0.124587960259,0.142604331662,0.709543568465,0.720994475138,0.677419354839,130.167387224
440,0.129206437298,0.12426173951,0.142327501747,0.709543568465,0.720994475138,0.677419354839,133.119390882
450,0.128245289989,0.122943028455,0.14101878362,0.710926694329,0.723756906077,0.677419354839,136.071717419
460,0.12757885126,0.122498126742,0.140321744821,0.712309820194,0.723756906077,0.68,139.026172381
470,0.127358918182,0.1223884704,0.140159406363,0.710926694329,0.723756906077,0.681290322581,141.981631269
480,0.127058189491,0.122098179128,0.139712107716,0.711618257261,0.723756906077,0.682580645161,144.933681556
490,0.126172099189,0.121116184208,0.138602086501,0.71438450899,0.723756906077,0.686451612903,147.887851796
500,0.125927345425,0.121650255342,0.138932990184,0.719225449516,0.720994475138,0.686451612903,150.843095834
510,0.12559917651,0.120629378817,0.138459589465,0.717150760719,0.726519337017,0.685161290323,153.794916605
520,0.125652566036,0.120865307731,0.13849992102,0.715076071923,0.726519337017,0.690322580645,156.751474949
530,0.125082260901,0.120489076844,0.137782571345,0.717842323651,0.726519337017,0.687741935484,159.705481248
540,0.124626814074,0.120063549618,0.137322421427,0.718533886584,0.723756906077,0.687741935484,162.661030821
550,0.124402393662,0.119664924185,0.136975770477,0.718533886584,0.732044198895,0.687741935484,165.613217159
560,0.12399481148,0.119207846213,0.136480426274,0.718533886584,0.729281767956,0.691612903226,168.576255765
570,0.123777781049,0.119100883387,0.136288002112,0.719917012448,0.729281767956,0.694193548387,171.55177565
580,0.123783274302,0.119094784965,0.136302114986,0.719917012448,0.729281767956,0.694193548387,174.528055135
590,0.123048004955,0.117759555588,0.134907987016,0.721991701245,0.732044198895,0.690322580645,177.503561934
600,0.12275531792,0.117474928108,0.134605465038,0.721991701245,0.732044198895,0.691612903226,180.481154821
610,0.122739466997,0.117513239031,0.134661181344,0.719917012448,0.732044198895,0.692903225806,183.456949199
620,0.12242444278,0.117249413437,0.134373926932,0.721991701245,0.734806629834,0.692903225806,186.421522687
630,0.122159522654,0.11698878108,0.133959543623,0.724066390041,0.734806629834,0.695483870968,189.379801625
