iteration,MSE_train,MSE_validation,MSE_test,acc_train,acc_validation,acc_test,seconds_elapsed
0,0.220812998344,0.205565667361,0.217853081469,0.449515905947,0.480662983425,0.46064516129,0.644398497
10,0.219996181017,0.204440746003,0.216773795258,0.453665283541,0.483425414365,0.464516129032,6.26037898
20,0.222595982219,0.207417096531,0.218879640754,0.449515905947,0.475138121547,0.454193548387,11.928138896
30,0.220866596721,0.205671209132,0.217462192829,0.451590594744,0.483425414365,0.458064516129,17.517707524
40,0.22066464874,0.205211410104,0.21712484346,0.452282157676,0.483425414365,0.45935483871,23.15365019
50,0.219856638102,0.204609843347,0.215753936938,0.452282157676,0.488950276243,0.461935483871,28.663576498
60,0.220422206967,0.205228659399,0.216189072495,0.451590594744,0.483425414365,0.463225806452,34.243836917
70,0.220596751716,0.205534169191,0.216077328905,0.448824343015,0.486187845304,0.46064516129,39.771428838
80,0.219397088367,0.204337914529,0.214991824183,0.451590594744,0.491712707182,0.464516129032,44.655671872
90,0.21863647529,0.20370705917,0.214305513841,0.452973720609,0.491712707182,0.465806451613,48.188565114
100,0.217583781022,0.202241474633,0.213531093003,0.453665283541,0.491712707182,0.463225806452,51.664827986
110,0.216515871736,0.201388795231,0.212657945179,0.455048409405,0.494475138122,0.467096774194,55.267372582
120,0.216840728677,0.201729044636,0.212931148667,0.455048409405,0.494475138122,0.467096774194,58.788881965
130,0.214546946028,0.200050094194,0.211185033121,0.455048409405,0.5,0.465806451613,62.454137006
140,0.21189132878,0.197635791236,0.209378289075,0.45643153527,0.494475138122,0.465806451613,65.919869791
150,0.21168203945,0.197209527504,0.208857983652,0.458506224066,0.494475138122,0.468387096774,69.390858365
160,0.208054324801,0.193687578185,0.205707293558,0.46265560166,0.494475138122,0.472258064516,72.928148287
170,0.207894841387,0.193438545452,0.205664792656,0.46265560166,0.497237569061,0.472258064516,77.694822942
180,0.206016004156,0.192079906058,0.203839662015,0.46265560166,0.494475138122,0.467096774194,82.274971543
190,0.205875397152,0.191967079014,0.203771482767,0.461272475795,0.494475138122,0.468387096774,85.715515485
200,0.204589234593,0.191144132218,0.202582407896,0.461964038728,0.494475138122,0.464516129032,89.190524867
210,0.204626522766,0.191264353277,0.202632478132,0.461964038728,0.494475138122,0.464516129032,92.525506228
220,0.202960925862,0.189541667413,0.201082743739,0.464730290456,0.5,0.467096774194,95.868073307
230,0.202639224347,0.18912179995,0.200797060902,0.464730290456,0.5,0.468387096774,99.258152112
240,0.201642787161,0.188469679283,0.199947801732,0.467496542185,0.5,0.468387096774,102.585785829
250,0.199923161226,0.187163456371,0.198408813384,0.467496542185,0.508287292818,0.470967741935,106.196290198
260,0.198891935151,0.186314162299,0.197660987605,0.468188105118,0.513812154696,0.473548387097,109.682568036
270,0.198343431336,0.185986807049,0.197206689756,0.470262793914,0.513812154696,0.473548387097,113.09405792
280,0.197939431085,0.185466781332,0.196704944785,0.473720608575,0.513812154696,0.476129032258,116.56058207
290,0.197706519403,0.185480976233,0.196466907511,0.474412171508,0.513812154696,0.474838709677,120.156252744
300,0.195038791372,0.183417979305,0.194063496741,0.479253112033,0.513812154696,0.476129032258,123.518736958
310,0.193610679216,0.182189637033,0.19288645277,0.482019363762,0.511049723757,0.476129032258,126.527643744
320,0.192402632916,0.180954320991,0.191952012336,0.484785615491,0.516574585635,0.477419354839,129.534382186
330,0.189746722798,0.178934459071,0.18918809401,0.490318118949,0.522099447514,0.485161290323,132.543285717
340,0.188222407459,0.178080958856,0.187603550543,0.489626556017,0.524861878453,0.487741935484,135.559363357
350,0.187404936187,0.177071290218,0.186873267324,0.491701244813,0.533149171271,0.490322580645,138.571114623
360,0.18722541535,0.177063747301,0.186743413048,0.491701244813,0.533149171271,0.490322580645,141.581856743
370,0.186708461941,0.176425041559,0.186304831115,0.491009681881,0.53591160221,0.491612903226,144.589645941
380,0.186617934732,0.17632264871,0.186206897388,0.491009681881,0.538674033149,0.491612903226,147.600206836
390,0.187683637767,0.177235084001,0.187092617454,0.488934993084,0.530386740331,0.489032258065,150.609582541
400,0.185350332179,0.174837763018,0.184779945028,0.497925311203,0.538674033149,0.50064516129,153.646962766
410,0.181168324657,0.171108887141,0.181212141809,0.51244813278,0.555248618785,0.512258064516,156.660559782
420,0.179293757483,0.16907341997,0.179599288444,0.515905947441,0.558011049724,0.522580645161,159.668545191
430,0.17785255521,0.167585148689,0.178221577817,0.517980636238,0.563535911602,0.521290322581,162.681796306
440,0.176223470527,0.165734112061,0.176902308947,0.523513139696,0.57182320442,0.522580645161,165.690714732
450,0.175213275906,0.164415019227,0.176376645957,0.525587828492,0.57182320442,0.526451612903,168.72794231
460,0.174497874981,0.163821781526,0.175684226195,0.525587828492,0.582872928177,0.529032258065,171.73608751
470,0.173967620582,0.163452427794,0.175111886339,0.529737206086,0.582872928177,0.529032258065,174.751916087
480,0.173880880902,0.163311337762,0.174933694148,0.529045643154,0.582872928177,0.529032258065,177.761906578
490,0.173396476571,0.162935837482,0.174387161704,0.528354080221,0.582872928177,0.531612903226,180.775253012
500,0.172059376752,0.16213389615,0.173964567173,0.538035961272,0.580110497238,0.530322580645,183.821828992
510,0.170812562194,0.161402380502,0.17236448967,0.540110650069,0.577348066298,0.535483870968,186.85556423
520,0.170049204602,0.160554181806,0.1717792707,0.542876901798,0.580110497238,0.53935483871,190.039265568
530,0.169634237878,0.160036079717,0.171405829123,0.545643153527,0.588397790055,0.543225806452,193.082060011
540,0.165287975064,0.156767504746,0.168052053966,0.557399723375,0.610497237569,0.552258064516,196.125684562
550,0.165413424758,0.156655266781,0.167461816505,0.555325034578,0.604972375691,0.556129032258,199.190351685
560,0.163933517594,0.155141911815,0.166802203533,0.565006915629,0.616022099448,0.554838709677,202.225861796
570,0.163311268094,0.154751106987,0.166422584804,0.565006915629,0.618784530387,0.554838709677,205.25786254
580,0.162457068438,0.154240928345,0.165603173556,0.564315352697,0.616022099448,0.557419354839,208.290460688
590,0.161523251426,0.153328416511,0.164572153135,0.569156293223,0.618784530387,0.557419354839,211.328280667
600,0.160313007962,0.152334751555,0.163529775556,0.573305670816,0.618784530387,0.563870967742,214.391524314
610,0.158968810739,0.151251505909,0.162169668299,0.576763485477,0.624309392265,0.567741935484,217.424730836
620,0.158553118501,0.150945626962,0.161731013353,0.577455048409,0.624309392265,0.570322580645,220.472281409
630,0.157513646745,0.150092655636,0.160651616847,0.581604426003,0.629834254144,0.574193548387,223.52541064
640,0.155210727872,0.148170796973,0.158149592481,0.593360995851,0.64364640884,0.578064516129,226.5782339
650,0.153423248852,0.146892831823,0.156565838138,0.600968188105,0.649171270718,0.590967741935,229.624615255
660,0.15173594464,0.14555259168,0.155100803965,0.616874135546,0.657458563536,0.610322580645,232.657150733
670,0.151059784058,0.145247279193,0.154545661147,0.618948824343,0.657458563536,0.62064516129,235.715285093
680,0.148883087515,0.143994554855,0.152574702467,0.632088520055,0.662983425414,0.630967741935,238.774838096
690,0.145953404329,0.140842697706,0.15078719758,0.654218533887,0.682320441989,0.64,241.835286681
700,0.14473606974,0.139981308164,0.149726328967,0.659059474412,0.687845303867,0.643870967742,244.890343511
710,0.143703487832,0.139171468789,0.148588903531,0.661134163209,0.693370165746,0.647741935484,247.94193064
720,0.143077793054,0.138595403746,0.148008720238,0.662517289073,0.690607734807,0.649032258065,250.990105604
730,0.141642903502,0.137327648337,0.146864554539,0.668049792531,0.693370165746,0.658064516129,254.057093661
740,0.141037933623,0.136689307814,0.146273104664,0.668049792531,0.693370165746,0.66064516129,257.140745205
750,0.140227797279,0.136229457085,0.145757878606,0.672199170124,0.696132596685,0.661935483871,260.217485916
760,0.139541551702,0.136137533418,0.145152160974,0.673582295989,0.696132596685,0.663225806452,263.306716909
770,0.139343554223,0.136046172338,0.144625011428,0.675656984786,0.696132596685,0.667096774194,266.429336956
780,0.138029254639,0.135132862349,0.143583773364,0.685338865837,0.696132596685,0.669677419355,269.561937343
790,0.135433764381,0.133148226899,0.141533579094,0.692254495159,0.701657458564,0.676129032258,272.701857863
800,0.134889483384,0.132846793763,0.141134928166,0.694329183956,0.704419889503,0.676129032258,275.840234662
810,0.13460516189,0.132510391191,0.140902830542,0.697786998617,0.701657458564,0.68,278.964735692
820,0.134112456766,0.132177779125,0.140462124329,0.699170124481,0.704419889503,0.681290322581,282.09685405
830,0.133976425812,0.132181163578,0.140339038052,0.699861687414,0.704419889503,0.678709677419,285.230721282
840,0.13156668155,0.129641517567,0.137836099731,0.70193637621,0.707182320442,0.689032258065,288.370547563
850,0.130145607162,0.128670944811,0.136572715474,0.706085753804,0.704419889503,0.690322580645,291.51531247
860,0.128854157612,0.126689970492,0.134688063124,0.708852005533,0.707182320442,0.691612903226,294.640287708
870,0.128309959642,0.125840248953,0.134279480298,0.709543568465,0.709944751381,0.696774193548,297.785634661
880,0.12647826376,0.124629625325,0.132633080201,0.718533886584,0.71546961326,0.705806451613,300.919898072
890,0.125934350493,0.12425267218,0.132127017709,0.72060857538,0.718232044199,0.707096774194,304.057406829
900,0.125528153351,0.123900437461,0.13173330022,0.721300138313,0.720994475138,0.707096774194,307.196441436
910,0.124889993834,0.123349105498,0.131264202923,0.72060857538,0.720994475138,0.707096774194,310.312954217
920,0.124719389177,0.123173468928,0.130889197315,0.72060857538,0.720994475138,0.704516129032,313.465739767
930,0.12441206447,0.122702891044,0.130582345669,0.721991701245,0.723756906077,0.703225806452,316.588695372
940,0.123488929935,0.121791409835,0.12952143462,0.721991701245,0.718232044199,0.703225806452,319.730587765
950,0.119374155142,0.118829714025,0.126295422975,0.730290456432,0.740331491713,0.710967741935,322.863342092
960,0.11901208876,0.118399542756,0.12592996431,0.730290456432,0.743093922652,0.713548387097,325.975096098
970,0.11849008941,0.117490880547,0.125252082555,0.730290456432,0.740331491713,0.714838709677,329.119371177
980,0.117881263213,0.116781855827,0.124710083818,0.730982019364,0.743093922652,0.716129032258,332.256495759
990,0.117427223657,0.116662967089,0.124417282291,0.733748271093,0.743093922652,0.710967741935,335.393167372
1000,0.116972854107,0.116222582036,0.124063992097,0.734439834025,0.740331491713,0.712258064516,338.533531266
1010,0.116116516757,0.115378520268,0.12316891799,0.735131396957,0.740331491713,0.712258064516,341.646243262
